accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,deathCnt,decideCnt,examCnt,resutlNegCnt,stateDt,newDecideCnt
1.0384288347,1887717,1837006,3931,14551,316,19076,50711,1817930,20200828,371
1.0291394182,1869579,1817538,3584,14461,313,18705,52041,1798833,20200827,441
1.016524082,1849506,1796711,3348,14368,312,18264,52795,1778447,20200826,320
1.0106591193,1825837,1775475,3136,14286,310,17944,50362,1757531,20200825,280
1.0056780042,1804422,1756427,2889,14219,309,17664,47995,1738763,20200824,266
0.9978080111,1791186,1743622,2524,14200,309,17398,47564,1726224,20200823,396
0.9808621687,1775800,1733373,2241,14169,309,17002,42427,1716371,20200822,332
0.9714010668,1754123,1716078,1976,14120,309,16670,38045,1699408,20200821,324
0.9620472195,1734083,1699085,1746,14063,307,16346,34998,1682739,20200820,288
0.9535391635,1715064,1684042,1521,14006,306,16058,31022,1667984,20200819,297
0.9427433406,1697042,1671823,1293,13934,306,15761,25219,1656062,20200818,246
0.9315487305,1688470,1665506,1103,13917,305,15515,22964,1649991,20200817,197
0.9228922834,1681787,1659782,833,13910,305,15318,22005,1644464,20200816,279
0.9094273492,1675296,1653678,705,13901,305,15039,21618,1638639,20200815,166
0.9041601213,1665084,1644952,648,13863,305,14873,20132,1630079,20200814,103
0.9022051188,1654898,1637100,623,13817,305,14770,17798,1622330,20200813,56
0.9030999639,1646652,1629277,626,13786,305,14714,17375,1614563,20200812,54
0.9047400106,1637844,1620355,663,13729,305,14660,17489,1605695,20200811,34
0.9073724476,1628303,1611907,651,13658,305,14626,16396,1597281,20200810,28
0.907922209,1624650,1607847,629,13642,305,14598,16803,1593249,20200809,36
0.9076239288,1620514,1604409,673,13629,304,14562,16105,1589847,20200808,43
0.9093790242,1613652,1596584,696,13543,303,14519,17068,1582065,20200807,20
0.9127731583,1606487,1588456,748,13501,302,14499,18031,1573957,20200806,43
0.9151122018,1598187,1579697,770,13406,302,14456,18490,1565241,20200805,33
0.9180449328,1589780,1571056,808,13352,301,14423,18724,1556633,20200804,34
0.9209808775,1579757,1562356,806,13280,301,14389,17401,1547967,20200803,23
0.9217967786,1576246,1558478,802,13259,301,14366,17768,1544112,20200802,30
0.9227885516,1571830,1553552,821,13233,301,14336,18278,1539216,20200801,31
0.9256107866,1563796,1545466,837,13183,301,14305,18330,1531161,20200731,36
0.9282479734,1556215,1537197,882,13132,300,14269,19018,1522928,20200730,18
0.9326686653,1547307,1527981,896,13069,300,14251,19326,1513730,20200729,48
0.9360953297,1537704,1517260,971,13007,300,14203,20444,1503057,20200728,28
0.9398595945,1526974,1508204,962,12905,299,14175,18770,1494029,20200727,25
0.9410046604,1522926,1503712,928,12890,298,14150,19214,1489562,20200726,58
0.9401228724,1518634,1498953,864,12866,298,14092,19681,1484861,20200725,113
0.9383340224,1510327,1489768,883,12817,298,13979,20559,1475789,20200724,41
0.9421157792,1500854,1479436,884,12758,297,13938,21418,1465498,20200723,59
0.9439441754,1492071,1470320,877,12698,297,13879,21751,1456441,20200722,63
0.9472577108,1482390,1458526,903,12643,296,13816,23864,1444710,20200721,45
0.9504510691,1470193,1448891,894,12572,296,13771,21302,1435120,20200720,26
0.9523011114,1465299,1443346,898,12556,295,13745,21953,1429601,20200719,34
0.9539540284,1460204,1437281,919,12519,294,13711,22923,1423570,20200718,39
0.9574853264,1451017,1427907,925,12460,293,13672,23110,1414235,20200717,60
0.9599814943,1441348,1417944,914,12396,291,13612,23404,1404332,20200716,61
0.9624159901,1431316,1408019,941,12348,289,13551,23297,1394468,20200715,39
0.967681639,1420616,1396327,986,12282,289,13512,24289,1382815,20200714,33
0.9721832542,1408312,1386467,950,12204,289,13479,21845,1372988,20200713,62
0.9720252058,1402144,1380314,941,12178,289,13417,21830,1366897,20200712,44
0.9732960405,1396941,1373991,985,12144,288,13373,22950,1360618,20200711,35
0.9797533795,1384890,1361363,987,12065,288,13338,23527,1348025,20200710,45
0.9862307555,1371771,1347859,988,12019,287,13293,23912,1334566,20200709,50
0.9914488194,1359734,1335722,982,11970,285,13243,24012,1322479,20200708,62
0.9966586491,1346194,1322519,1005,11914,285,13181,23675,1309338,20200707,44
1.0024387563,1331796,1310504,974,11848,284,13137,21292,1297367,20200706,48
1.0034452463,1326055,1304406,934,11832,283,13089,21649,1291317,20200705,61
1.0043169904,1319521,1297200,924,11811,283,13028,22321,1284172,20200704,63
1.0080073021,1307761,1286201,938,11759,282,12965,21560,1273236,20200703,61
1.0111426287,1295962,1276180,955,11684,282,12904,19782,1263276,20200702,54
1.0152444684,1285231,1265705,980,11613,282,12850,19526,1252855,20200701,51
1.0215043465,1273765,1252956,1046,11537,282,12799,20809,1240157,20200630,42
1.0275845681,1259954,1241455,1069,11429,282,12757,18499,1228698,20200629,42
1.0314839902,1251695,1232690,1054,11364,282,12715,19005,1219975,20200628,62
1.0338144673,1243780,1223914,1148,11317,282,12653,19866,1211261,20200627,51
1.0384948499,1232315,1213487,1307,11172,282,12602,18828,1200885,20200626,39
1.0455417792,1220478,1201578,1324,10974,282,12563,18900,1189015,20200625,28
1.0548221402,1208597,1188352,1295,10930,281,12535,20245,1175817,20200624,51
1.0636140726,1196012,1173734,1277,10908,281,12484,22278,1161250,20200623,46
1.0697854838,1182066,1162663,1273,10881,280,12438,19403,1150225,20200622,17
1.0741167355,1176463,1156392,1237,10868,280,12421,20071,1143971,20200621,48
1.07644565,1170901,1149431,1191,10856,280,12373,21470,1137058,20200620,67
1.0824428058,1158063,1136873,1177,10835,280,12306,21190,1124567,20200619,49
1.0904823674,1145712,1123998,1145,10800,280,12257,21714,1111741,20200618,59
1.0975998214,1132823,1111334,1117,10774,279,12198,21489,1099136,20200617,43
1.1078855382,1119767,1097135,1114,10760,278,12155,22632,1084980,20200616,34
1.1172190545,1105719,1084926,1089,10730,277,12121,20793,1072805,20200615,37
1.119955958,1100327,1078971,1082,10718,277,12084,21356,1066887,20200614,34
1.1247480984,1094703,1071351,1056,10691,277,12050,23352,1059301,20200613,48
1.1352178592,1081486,1057242,1016,10669,277,12002,24244,1045240,20200612,56
1.1471173706,1066887,1041393,1014,10654,276,11946,25494,1029447,20200611,45
1.1602264883,1051971,1025748,988,10611,276,11901,26223,1013847,20200610,50
1.1750684407,1035996,1008537,977,10589,274,11851,27459,996686,20200609,38
1.1886231069,1018213,993839,951,10563,273,11813,24374,982026,20200608,37
1.1939717405,1012769,986288,915,10552,273,11776,26481,974512,20200607,57
1.1990574522,1005305,977351,889,10531,273,11719,27954,965632,20200606,51
1.2126452669,990960,962194,857,10506,273,11668,28766,950526,20200605,39
1.2297244567,973858,945659,850,10499,273,11629,28199,934030,20200604,39
1.2475954991,956852,928987,823,10467,273,11590,27865,917397,20200603,49
1.2669483571,939851,910929,810,10446,272,11541,28922,899388,20200602,38
1.2819098372,921391,897333,793,10422,271,11503,24058,885830,20200601,35
1.2921282483,910822,887528,774,10405,270,11468,23294,876060,20200531,27
1.305151819,902901,876603,770,10398,269,11441,26298,865162,20200530,39
1.3249465756,885120,860563,735,10363,269,11402,24557,849161,20200529,58
1.3404293533,868666,846296,701,10340,269,11344,22370,834952,20200528,79
1.3542674753,852876,831815,681,10295,269,11265,21061,820550,20200527,40
1.3732045885,839475,817431,713,10275,269,11225,22044,806206,20200526,19
1.3880012088,826437,807348,711,10226,267,11206,19089,796142,20200525,16
1.3988269354,820289,799956,705,10213,266,11190,20333,788766,20200524,25
1.4082091086,814420,792851,716,10194,266,11165,21569,781686,20200523,23
1.42456772,802418,782132,723,10162,264,11142,20286,770990,20200522,20
1.4433003069,788684,770595,781,10135,264,11122,18089,759473,20200521,12
1.4616843972,776433,760082,877,10066,263,11110,16351,748972,20200520,32
1.4797321575,765574,748649,898,9938,263,11078,16925,737571,20200519,13
1.5011165105,753211,737118,900,9904,263,11065,16093,726053,20200518,15
1.5137131451,747653,729993,924,9888,262,11050,17660,718943,20200517,13
1.5280312113,740645,722302,937,9851,262,11037,18343,711265,20200516,19
1.5586980386,726747,706872,969,9821,260,11018,19875,695854,20200515,27
1.5911413772,711484,690762,1008,9762,260,10991,20722,679771,20200514,29
1.6207800503,695920,676341,1008,9695,259,10962,19579,665379,20200513,26
1.6456000963,680890,664560,1021,9670,258,10936,16330,653624,20200512,27
1.6589868759,668492,657570,1008,9632,256,10909,10922,646661,20200511,35
1.6633066058,663886,653758,1016,9610,256,10874,10128,642884,20200510,34
1.6654452377,660030,650877,1082,9568,256,10840,9153,640037,20200509,18
1.6752425711,654863,645996,1135,9484,256,10822,8867,635174,20200508,12
1.6865353322,649388,640959,1218,9419,256,10810,8429,630149,20200507,4
1.7015018438,643095,635086,1267,9333,255,10806,8009,624280,20200506,2
1.7111750628,640237,631379,1332,9283,254,10804,8858,620575,20200505,3
1.7261024858,633921,625745,1360,9217,252,10801,8176,614944,20200504,8
1.7341356234,630973,622385,1407,9183,250,10793,8588,611592,20200503,13
1.7413329111,627562,619066,1454,9123,250,10780,8496,608286,20200502,6
1.7536263965,623069,614384,1459,9072,248,10774,8685,603610,20200501,9
1.7611538379,619881,611247,1593,9059,247,10765,8634,600482,20200430,4
1.7760649622,614197,605890,1654,8922,246,10761,8307,595129,20200429,9
1.7940601791,608514,599311,1731,8854,244,10752,9203,588559,20200428,14
1.8115104636,601660,592765,1769,8764,243,10738,8895,582027,20200427,10
1.8205082082,598285,589286,1843,8717,242,10728,8999,578558,20200426,10
1.8293161655,595161,585902,1967,8635,240,10718,9259,575184,20200425,10
1.8464615809,589520,579920,2051,8501,240,10708,9600,569212,20200424,6
1.8650057856,583971,573832,2179,8411,240,10702,10139,563130,20200423,8
1.8899402302,577959,565838,2233,8277,238,10694,12121,555144,20200422,11
1.9135113641,571014,558293,2324,8213,237,10683,12721,547610,20200421,9
1.9370152471,563035,551054,2385,8114,236,10674,11981,540380,20200420,13
1.9494720827,559109,546866,2484,8042,234,10661,12243,536205,20200419,8
1.9680980779,554834,541284,2576,7937,232,10653,13550,530631,20200418,18
1.998019828,546463,532277,2627,7829,230,10635,14186,521642,20200417,22
2.0234239009,538775,524507,2750,7757,229,10613,14268,513894,20200416,22
2.0385890215,534552,519526,2808,7616,225,10591,15026,508935,20200415,27
2.0601146284,527438,512787,2873,7534,222,10564,14651,502223,20200414,27
2.0850812898,518743,505352,2930,7447,217,10537,13391,494815,20200413,25
2.0989032272,514621,500833,3026,7368,214,10512,13788,490321,20200412,32
2.1111623681,510479,496409,3125,7243,211,10480,14070,485929,20200411,30
2.1424778525,503051,487753,3246,7117,208,10450,15298,477303,20200410,27
2.1750743945,494711,479202,3408,6973,204,10423,15509,468779,20200409,39
2.2181161819,486003,468145,3445,6776,200,10384,17858,457761,20200408,53
2.2623255243,477304,456654,3500,6694,192,10331,20650,446323,20200407,47
2.2980543408,466804,447509,3591,6598,186,10284,19295,437225,20200406,47
2.317835811,461233,441662,3654,6463,183,10237,19571,431425,20200405,81
2.3353139199,455032,434888,3867,6325,177,10156,20144,424732,20200404,94
2.3710720723,443273,424365,3979,6021,174,10062,18908,414303,20200403,86
2.4104886217,431743,413858,4155,5828,169,9976,17885,403882,20200402,89
2.4414636435,421547,404962,4216,5567,165,9887,16585,395075,20200401,101
2.4858257635,410564,393672,4275,5408,162,9786,16892,383886,20200331,125
2.5312906936,395194,381663,4398,5228,158,9661,13531,372002,20200330,78
2.5277423881,394141,379113,4523,5033,152,9583,15028,369530,20200329,105
2.5522335409,387925,371361,4665,4811,144,9478,16564,361883,20200328,146
2.5797391511,376961,361742,4966,4528,139,9332,15219,352410,20200327,91
2.6359702544,364942,350573,5281,4144,131,9241,14369,341332,20200326,104
2.6590574416,357896,343618,5410,3730,126,9137,14278,334481,20200325,100
2.7126570651,348582,333142,5684,3507,120,9037,15440,324105,20200324,76
2.7622623363,338036,324408,5884,3166,111,8961,13628,315447,20200323,64
2.8045013239,331780,317240,6085,2909,104,8897,14540,308343,20200322,98
2.8219560302,327509,311805,6325,2612,102,8799,15704,303006,20200321,147
2.873091828,316664,301139,6527,2233,94,8652,15525,292487,20200320,87
2.9420857378,307024,291120,6789,1947,91,8565,15904,282555,20200319,152
3.0121625056,295647,279301,6838,1540,84,8413,16346,270888,20200318,93
3.088057901,286716,269425,7024,1401,81,8320,17291,261105,20200317,84
3.1733922083,274504,259533,7253,1137,75,8236,14971,251297,20200316,74
3.2396602365,268212,251940,7300,834,75,8162,16272,243778,20200315,76
3.3180003364,261335,243701,7402,714,72,8086,17634,235615,20200314,107
3.4584993086,248647,230707,7470,510,67,7979,17940,222728,20200313,110
3.6217442732,234998,217271,7407,333,66,7869,17727,209402,20200312,114
3.8041745358,222395,203855,7212,288,60,7755,18540,196100,20200311,242
3.9193080566,210144,191692,7165,247,54,7513,18452,184179,20200310,131
4.1203393614,196618,179160,6954,166,51,7382,17458,171778,20200309,248
4.2177578602,188518,169142,6605,130,50,7134,19376,162008,20200308,367
4.2675428362,178189,158569,6134,118,44,6767,19620,151802,20200307,483
4.3972345844,164740,142908,5643,108,42,6284,21832,136624,20200306,518
4.622748154,146541,124731,5255,88,35,5766,21810,118965,20200305,438
4.9199855946,136707,108293,4750,41,32,5328,28414,102965,20200304,516
5.3291397182,125851,90296,4159,34,28,4812,35555,85484,20200303,0
